Track name,Artist name,Album,Spotify Popularity,Spotify Release Date,Spotify Release Year,Track Age,Tags,Genres,bpm,energy,danceability,mood,Track Artist,Update_date
Skin and Bones,David Kushner,Skin and Bones,72.0,2024-08-30,2024,0,,,122.0,0.2436,0.9347,energetic,Skin and Bones David Kushner,2025/11/30
Skugge,Wardruna,Skugge,46.0,2021-01-22,2021,3,"'neofolk', 'pagan folk', 'folk', 'ambient', 'norwegian'","'neofolk', 'ambient'",120.0,0.0767,0.8739,neutral,Skugge Wardruna,2025/11/30
Skuggehesten,Wardruna,Birna,41.0,2025-01-24,2025,0,,,104.0,0.2062,1.0365,bright,Skuggehesten Wardruna,2025/11/30
Slania (10 Years),Eluveitie,Slania (10 Years),23.0,2018-11-16,2018,6,,,125.0,0.071,1.0032,energetic,Slania (10 Years) Eluveitie,2025/11/30
Slime You Out (feat. SZA),Drake,Slime You Out,69.0,2023-10-06,2023,1,"'Hip-Hop', 'rap', 'rnb', 'hip hop', 'Canadian'","'Hip-Hop', 'rap'",120.0,0.2227,1.024,neutral,Slime You Out (feat. SZA) Drake,2025/11/30
Small Town Boy,Paradise Lost,Symbol Of Life,54.0,2002-10-21,2002,22,"'Gothic Metal', 'cover', 'covers', 'metal', 'rock'","'Gothic Metal', 'metal', 'rock'",125.0,0.2281,0.9727,energetic,Small Town Boy Paradise Lost,2025/11/30
Snooze,SZA,SOS,90.0,2022-12-09,2022,2,"'rnb', 'soul', 'electronic', 'alternative rnb', 'female vocalists'","'soul', 'electronic'",144.0,0.1881,1.0896,energetic,Snooze SZA,2025/11/30
So What,P!nk,Funhouse (Expanded Edition),80.0,2008-10-24,2008,15,"'pop', 'pop rock', 'female vocalists', 'pink', 'P!nk'",'pop',125.0,0.1936,0.9751,energetic,So What P!nk,2025/11/30
Sober,P!nk,Funhouse (Expanded Edition),67.0,2008-10-24,2008,15,"'pop', 'female vocalists', 'pop rock', 'rock', 'pink'","'pop', 'rock'",122.0,0.1969,1.0664,energetic,Sober P!nk,2025/11/30
Sobie i Wam,Męskie Granie Orkiestra,Sobie i Wam,57.0,2019-05-30,2019,5,,,115.0,0.1838,1.0912,neutral,Sobie i Wam Męskie Granie Orkiestra,2025/11/30
Sobą Tak,Julia Wieniawa,Sobą Tak,52.0,2024-07-10,2024,0,"'electropop', 'sexy', 'polish', 'pop', 'electronic'","'electropop', 'pop', 'electronic'",122.0,0.2219,1.1783,energetic,Sobą Tak Julia Wieniawa,2025/11/30
Somebody To You,The Vamps,Meet The Vamps,73.0,2014-01-01,2014,9,"'pop', 'pop rock', 'british', 'indie', 'the vamps'",'pop',87.0,0.2436,1.0307,bright,Somebody To You The Vamps,2025/11/30
Something Just Like This,The Chainsmokers,Memories...Do Not Open,90.0,2017-04-07,2017,6,"'pop', 'dance', 'electronic', 'Coldplay', 'future bass'","'pop', 'electronic'",102.0,0.224,0.9784,neutral,Something Just Like This The Chainsmokers,2025/11/30
Something in the Orange,Zach Bryan,Something in the Orange,87.0,2022-04-22,2022,2,"'country', 'singer-songwriter', 'americana', 'Alt-country', 'country rock'","'country', 'americana', 'country rock'",112.0,0.2141,0.9334,neutral,Something in the Orange Zach Bryan,2025/11/30
Something's Gotta Give - Bart & Baker Remix,Bart & Baker,Classic Top Hats,1.0,2019-02-10,2019,5,,,100.0,0.2732,1.322,bright,Something's Gotta Give - Bart & Baker Remix Bart & Baker,2025/11/30
Sometimes - Phonovisions Symphonic Version,Wax Tailor,Phonovisions Symphonic Orchestra,41.0,2014-11-03,2014,10,"'trip-hop', 'downtempo', 'electronic', 'Hip-Hop', 'french'","'trip-hop', 'downtempo', 'electronic', 'Hip-Hop'",152.0,0.1935,1.1271,energetic,Sometimes - Phonovisions Symphonic Version Wax Tailor,2025/11/30
Son Of A Preacher Man,Dusty Springfield,Dusty In Memphis,75.0,1969-03-31,1969,54,"'soul', 'female vocalists', '60s', 'pop', 'oldies'","'soul', 'pop'",91.0,0.0948,1.0484,bright,Son Of A Preacher Man Dusty Springfield,2025/11/30
Song of the Vikings (My Mother Told Me),Perly I Lotry,Distant Shores,58.0,2021-07-01,2021,2,"'a cappella', 'polish', 'folk', 'szanty', 'Acapella'",'a cappella',134.0,0.1413,0.9935,energetic,Song of the Vikings (My Mother Told Me) Perly I Lotry,2025/11/30
Sortie du port - From 'La ligne d'ombre',Wojciech Kilar,A Collection of His Work,21.0,1992-04-13,1992,32,"'Soundtrack', 'Classical', 'instrumental', 'polish', 'composer'","'Soundtrack', 'Classical', 'instrumental'",131.0,0.0752,0.7503,energetic,Sortie du port - From 'La ligne d'ombre' Wojciech Kilar,2025/11/30
Sound 102 (Extended),Odd Chap,The Chronicles of Odd Chap,25.0,2017-04-26,2017,7,,,122.0,0.2557,1.2328,energetic,Sound 102 (Extended) Odd Chap,2025/11/30
Souvenir,BUMP OF CHICKEN,Souvenir,62.0,2022-09-29,2022,2,"'Soundtrack', 'rock', 'ost', 'anime', 'amq'","'Soundtrack', 'rock', 'anime'",156.0,0.2981,1.1275,energetic,Souvenir BUMP OF CHICKEN,2025/11/30
Space Debris,Markus Kaarlonen,Rochard (Original Game Soundtrack),15.0,2016-02-19,2016,8,"'amiga', 'tracker', 'module', 'trance', 'ambient'","'trance', 'ambient'",125.0,0.1728,1.0519,energetic,Space Debris Markus Kaarlonen,2025/11/30
Space Debris - Spacesynth Remix,Markus Kaarlonen,Rochard (Original Game Soundtrack),15.0,2016-02-19,2016,8,,,120.0,0.1953,1.1376,bright,Space Debris - Spacesynth Remix Markus Kaarlonen,2025/11/30
Spacer do strefy zero,Strachy Na Lachy,Dodekafonia,30.0,2010,2010,14,"'rock', 'polish', 'alternative', 'alternative rock', 'punk rock'","'rock', 'alternative', 'alternative rock'",120.0,0.2446,1.1202,bright,Spacer do strefy zero Strachy Na Lachy,2025/11/30
Spectrum,Zedd,Clarity,66.0,2012-01-01,2012,12,"'electro house', 'Progressive House', 'dance', 'uplifting trance', 'complextro'","'electro house', 'Progressive House', 'uplifting trance'",131.0,0.1466,1.0438,energetic,Spectrum Zedd,2025/11/30
Spectrum (Say My Name),Florence + The Machine,Ceremonials,75.0,2011,2011,13,"'indie', 'dance', 'pop', 'indie rock', 'female vocalists'","'pop', 'indie rock'",122.0,0.189,0.9856,energetic,Spectrum (Say My Name) Florence + The Machine,2025/11/30
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,Spectrum (Say My Name) EP,75.0,2011,2011,13,"'electronic', 'dance', 'House', 'british', 'remix'","'electronic', 'House'",125.0,0.2618,1.0636,energetic,Spectrum (Say My Name) - Calvin Harris Remix Florence + The Machine,2025/11/30
Spirit Never Die,Masterplan,Masterplan,48.0,2003-01-20,2003,21,"'Power metal', 'heavy metal', 'metal', 'Progressive metal', 'melodic metal'","'Power metal', 'heavy metal', 'metal', 'Progressive metal'",144.0,0.2965,1.0841,energetic,Spirit Never Die Masterplan,2025/11/30
Spooky,Dusty Springfield,Dusty... Definitely (Expanded Edtion),82.0,2024-10-24,2024,0,"'soul', 'female vocalists', '60s', 'pop', 'oldies'","'soul', 'pop'",106.0,0.119,1.1253,neutral,Spooky Dusty Springfield,2025/11/30
Sprinter,Dave,Sprinter,83.0,2023-06-01,2023,1,"'rap', 'Grime', 'french', 'Hip-Hop', 'hip hop'","'rap', 'Grime', 'Hip-Hop'",137.0,0.2447,1.6104,energetic,Sprinter Dave,2025/11/30
St. James Ballroom,Alice Francis,St. James Ballroom,37.0,2012-01-01,2012,12,"'female vocalists', 'pop', 'Retro', 'funky', 'electro-swing'","'pop', 'electro-swing'",99.0,0.2381,1.2033,neutral,St. James Ballroom Alice Francis,2025/11/30
St. Louis Blues,Ella Fitzgerald,Ella Sings the Blues,36.0,2013-04-29,2013,11,"'jazz', 'female vocalists', 'blues', 'swing', 'jazz vocal'","'jazz', 'blues', 'swing'",122.0,0.0708,1.0275,energetic,St. Louis Blues Ella Fitzgerald,2025/11/30
Standing Next to You,Jung Kook,GOLDEN,85.0,2023-11-03,2023,1,"'pop', 'k-pop', 'Korean', 'bot', 'worst of 2024'","'pop', 'k-pop'",106.0,0.2543,1.1817,bright,Standing Next to You Jung Kook,2025/11/30
Star,Jain,Souldier,36.0,2018-08-24,2018,6,'2018 single',,134.0,0.1166,1.1177,energetic,Star Jain,2025/11/30
Starboy,The Weeknd,Starboy,91.0,2016-11-25,2016,8,"'rnb', 'electronic', 'Canadian', 'dubstep', 'prog-rnb'","'electronic', 'dubstep'",125.0,0.314,1.2586,energetic,Starboy The Weeknd,2025/11/30
Starlight,Muse,Black Holes and Revelations,77.0,2006-06-19,2006,17,"'alternative rock', 'rock', 'alternative', 'Muse', 'british'","'alternative rock', 'rock', 'alternative'",122.0,0.1555,1.0062,energetic,Starlight Muse,2025/11/30
Starship Velociraptor,Galactikraken,Starship Velociraptor,43.0,2021-04-03,2021,3,"'heavy metal', 'metal', 'Power metal', '2020s', '2021'","'heavy metal', 'metal', 'Power metal'",100.0,0.281,1.0905,neutral,Starship Velociraptor Galactikraken,2025/11/30
Stay with Me,In Flames,"I, the Mask",57.0,2019-03-01,2019,5,"'pop', 'rock', 'alternative rock', 'swedish', 'folk'","'pop', 'rock', 'alternative rock'",125.0,0.2054,1.0185,energetic,Stay with Me In Flames,2025/11/30
Stayin' Alive - Edited Version,Bee Gees,ドライブが楽しくなる洋楽ヒッツ！70年代 DISCO,13.0,2024-11-25,2024,0,"'Disco', 'pop', '70s', 'classic rock', 'oldies'","'Disco', 'pop'",104.0,0.222,1.2358,bright,Stayin' Alive - Edited Version Bee Gees,2025/11/30
Stick Season,Noah Kahan,Stick Season,88.0,2022-10-14,2022,2,"'indie', 'folk', 'singer-songwriter', 'seen live', 'acoustic'",,117.0,0.204,1.1298,neutral,Stick Season Noah Kahan,2025/11/30
Still of the Night,Halestorm,ReAniMate 3.0: The CoVeRs eP,40.0,2017-01-06,2017,7,"'cover', 'hard rock', 'solo', 'rock n roll', '2010s'",'hard rock',134.0,0.2733,1.0772,energetic,Still of the Night Halestorm,2025/11/30
Sto tysięcy jednakowych miast,Coma,Pierwsze Wyjście z Mroku,46.0,2004-04-10,2004,19,"'rock', 'polish', 'polish rock', 'alternative rock', 'alternative'","'rock', 'alternative rock', 'alternative'",128.0,0.1757,0.9479,energetic,Sto tysięcy jednakowych miast Coma,2025/11/30
Stoned,Puddle Of Mudd,Best Of,29.0,2009-01-01,2009,15,"'rock', 'Grunge', 'alternative', 'alternative rock', 'hard rock'","'rock', 'Grunge', 'alternative', 'alternative rock', 'hard rock'",141.0,0.1574,1.0008,energetic,Stoned Puddle Of Mudd,2025/11/30
Stranger,Olivia Addams,Stranger,49.0,2021-04-16,2021,3,,,128.0,0.2871,1.2541,energetic,Stranger Olivia Addams,2025/11/30
Strangers,Kenya Grace,Strangers,80.0,2023-09-01,2023,1,"'rnb', 'electronic', 'pop', 'Drum and bass', 'dnb'","'electronic', 'pop'",112.0,0.1994,1.2533,neutral,Strangers Kenya Grace,2025/11/30
Strangers on a Train,Nathaniel Merriweather,Nathaniel Merriweather Presents...Lovage: Music to Make Love to Your Old Lady By,35.0,2001-11-06,2001,23,"'wrong tag', 'lovage', 'robertitus global', 'ambient ram', 'die wucht'",,87.0,0.2486,1.0197,neutral,Strangers on a Train Nathaniel Merriweather,2025/11/30
Strangler,Orbit Culture,Shaman,53.0,2021-09-24,2021,3,"'metal', 'death metal'","'metal', 'death metal'",161.0,0.3348,1.1368,energetic,Strangler Orbit Culture,2025/11/30
Street Spirit (Fade Out),Radiohead,The Bends,73.0,1995-03-13,1995,28,"'alternative', 'alternative rock', 'rock', 'indie', 'electronic'","'alternative', 'alternative rock', 'rock', 'electronic'",137.0,0.1067,0.9276,energetic,Street Spirit (Fade Out) Radiohead,2025/11/30
Stroker Ace,Nathaniel Merriweather,Nathaniel Merriweather Presents...Lovage: Music to Make Love to Your Old Lady By,44.0,2001-11-06,2001,23,"'wrong tag', 'lovage', 'robertitus global', 'ambient ram', 'die wucht'",,161.0,0.2019,1.206,energetic,Stroker Ace Nathaniel Merriweather,2025/11/30
Strong,Amaranthe,Strong,56.0,2020-10-02,2020,4,"'noora louhimo', 'heavy metal', 'metal', 'Awesome', 'Favorite'","'heavy metal', 'metal'",120.0,0.2162,1.0816,neutral,Strong Amaranthe,2025/11/30
Stronger Than Me,Amy Winehouse,AMY (Original Motion Picture Soundtrack),71.0,2015-10-30,2015,9,"'soul', 'jazz', 'female vocalists', 'british', 'singer-songwriter'","'soul', 'jazz'",181.0,0.2444,1.3126,energetic,Stronger Than Me Amy Winehouse,2025/11/30
Struś,Wiktor Dyduła,Pal Licho!,25.0,2023-03-17,2023,1,,,117.0,0.2829,1.1588,neutral,Struś Wiktor Dyduła,2025/11/30
Stupid Cupid,Connie Francis,Gold,55.0,2005-06-14,2005,18,"'oldies', 'female vocalists', '50s', '60s', 'pop'",'pop',137.0,0.1475,1.0088,energetic,Stupid Cupid Connie Francis,2025/11/30
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,Summer Of Love,72.0,2021-08-20,2021,2,"'pop', 'Canadian', 'seen live', 'folk', 'acoustic'",'pop',125.0,0.2371,1.3005,energetic,Summer of Love (Shawn Mendes & Tainy) Shawn Mendes,2025/11/30
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Hollywood's Bleeding,84.0,2018-12-14,2018,6,"'Hip-Hop', 'rap', 'trap', 'cloud rap', 'pop'","'Hip-Hop', 'rap', 'trap', 'pop'",91.0,0.2437,1.136,neutral,Sunflower - Spider-Man: Into the Spider-Verse Post Malone,2025/11/30
Sunroof,Nicky Youre,Good Times Go,66.0,2022-08-12,2022,1,"'pop', 'indie pop', 'indie', 'alternative', 'singer-songwriter'","'pop', 'indie pop', 'alternative'",131.0,0.2296,1.1628,energetic,Sunroof Nicky Youre,2025/11/30
Sunsetz,Cigarettes After Sex,Cigarettes After Sex,87.0,2017-06-09,2017,7,"'dream pop', 'seen live', 'shoegaze', 'slowcore', 'Lo-Fi'","'dream pop', 'shoegaze', 'Lo-Fi'",148.0,0.2765,0.8619,energetic,Sunsetz Cigarettes After Sex,2025/11/30
Sunshine,OneRepublic,OneRepublic (Japan Paradise Tour Edition),61.0,1963-11-01,1963,60,"'rock', 'pop rock', 'alternative', 'alternative rock', 'indie'","'rock', 'alternative', 'alternative rock'",141.0,0.2849,1.1948,energetic,Sunshine OneRepublic,2025/11/30
Superbeast,Rob Zombie,Hellbilly Deluxe,69.0,1998-01-01,1998,26,"'metal', 'industrial metal', 'industrial', 'heavy metal', 'rock'","'metal', 'industrial metal', 'industrial', 'heavy metal', 'rock'",152.0,0.0774,1.149,energetic,Superbeast Rob Zombie,2025/11/30
Supermassive Black Hole,Muse,Black Holes and Revelations,83.0,2006-06-19,2006,17,"'alternative rock', 'rock', 'alternative', 'Muse', 'british'","'alternative rock', 'rock', 'alternative'",120.0,0.1907,1.1009,neutral,Supermassive Black Hole Muse,2025/11/30
"Supermoce (feat. Igo, Mrozu & Vito Bambino)",Męskie Granie Orkiestra,"Supermoce (feat. Igo, Mrozu & Vito Bambino)",62.0,2023-05-17,2023,0,"'seen live', 'polish', 'rock', 'alternative rock', 'polish rock'","'rock', 'alternative rock'",122.0,0.2015,1.2662,energetic,"Supermoce (feat. Igo, Mrozu & Vito Bambino) Męskie Granie Orkiestra",2025/11/30
Sure Thing,Miguel,All I Want Is You,87.0,2010-11-26,2010,14,"'rnb', 'soul', 'r&b', 'Hip-Hop', 'seen live'","'soul', 'Hip-Hop'",108.0,0.0592,1.17,neutral,Sure Thing Miguel,2025/11/30
Surround Sound (feat. 21 Savage & Baby Tate),JID,The Forever Story (Extended Version),80.0,2022-10-31,2022,2,"'rap', 'Hip-Hop', 'hip hop', 'trap', 'Conscious Hip Hop'","'rap', 'Hip-Hop', 'trap', 'Conscious Hip Hop'",100.0,0.2773,1.4242,neutral,Surround Sound (feat. 21 Savage & Baby Tate) JID,2025/11/30
Surround You,Echosmith,Talking Dreams (Deluxe Edition),38.0,2014-02-11,2014,9,"'indie', 'indie pop', 'pop', 'alternative', 'american'","'indie pop', 'pop', 'alternative'",161.0,0.1245,0.8905,energetic,Surround You Echosmith,2025/11/30
Sven i Rosengård,Garmarna,Förbundet,34.0,2020-11-06,2020,4,,,128.0,0.2088,1.0479,energetic,Sven i Rosengård Garmarna,2025/11/30
Sweater Weather,The Neighbourhood,I Love You.,92.0,2013-04-22,2013,11,"'indie', 'indie rock', 'indie pop', 'rock', 'seen live'","'indie rock', 'indie pop', 'rock'",125.0,0.2628,1.031,energetic,Sweater Weather The Neighbourhood,2025/11/30
Sweet Creature,Harry Styles,Harry Styles,73.0,2017-05-12,2017,6,"'pop', 'seen live', 'rock', 'pop rock', 'alternative'","'pop', 'rock', 'alternative'",141.0,0.2304,0.9146,energetic,Sweet Creature Harry Styles,2025/11/30
Sweet Nothing,Calvin Harris,18 Months,81.0,2012-10-29,2012,12,"'dance', 'electronic', 'pop', 'british', '2012'","'electronic', 'pop'",128.0,0.23,1.051,energetic,Sweet Nothing Calvin Harris,2025/11/30
Sweet Nothing (feat. Florence Welch),Calvin Harris,18 Months,81.0,2012-10-29,2012,12,"'dance', 'electronic', 'House', 'florence welch', 'female vocalists'","'electronic', 'House'",128.0,0.23,1.051,energetic,Sweet Nothing (feat. Florence Welch) Calvin Harris,2025/11/30
Sweet but Psycho,Ava Max,Heaven & Hell,82.0,2020-09-18,2020,3,"'pop', 'electropop', 'female vocalists', 'american', 'electronic'","'pop', 'electropop', 'electronic'",134.0,0.2675,1.1422,energetic,Sweet but Psycho Ava Max,2025/11/30
Sygnalista,Strachy Na Lachy,Piekło,20.0,2021-10-01,2021,2,"'rock', 'polish', 'alternative', 'alternative rock', 'punk rock'","'rock', 'alternative', 'alternative rock'",125.0,0.2458,1.1842,energetic,Sygnalista Strachy Na Lachy,2025/11/30
Syn marnotrawny,Jacek Kaczmarski,Wojna Postu Z Karnawalem,30.0,2002-09-07,2002,21,"'polish', 'poezja spiewana', 'poetry', 'bard', 'singer-songwriter'",,117.0,0.1144,1.0628,neutral,Syn marnotrawny Jacek Kaczmarski,2025/11/30
Szampan,sanah,Królowa dram,58.0,2020-05-08,2020,3,"'polish', 'greatest polish hits', 'playlista rmf fm'",,131.0,0.2082,1.1217,energetic,Szampan sanah,2025/11/30
Szary świat,sanah,UCZTA,56.0,2022-04-14,2022,1,,,122.0,0.1729,1.0555,energetic,Szary świat sanah,2025/11/30
Sznury aut,Strachy Na Lachy,Piekło,36.0,2021-10-01,2021,3,"'rock', 'polish', 'alternative', 'alternative rock', 'punk rock'","'rock', 'alternative', 'alternative rock'",165.0,0.1723,1.1233,energetic,Sznury aut Strachy Na Lachy,2025/11/30
Szum,Kaśka Sochacka,Szum,62.0,2024-11-15,2024,0,"'seen live', 'polish', 'indie', 'pop', 'female vocalists'",'pop',131.0,0.1875,0.9519,energetic,Szum Kaśka Sochacka,2025/11/30
Szła kaczuszka,Łucja Prus,Bal Baloników,5.0,2001-12-31,2001,22,,,104.0,0.1095,0.9076,neutral,Szła kaczuszka Łucja Prus,2025/11/30
TEXAS HOLD 'EM,Beyoncé,TEXAS HOLD 'EM,78.0,2024-02-11,2024,0,"'rnb', 'pop', 'female vocalists', 'soul', 'Hip-Hop'","'pop', 'soul', 'Hip-Hop'",110.0,0.2491,1.2122,bright,TEXAS HOLD 'EM Beyoncé,2025/11/30
TF,Rolling Stone P,DON'T GET SCARED,50.0,2022-11-22,2022,2,,,148.0,0.3255,1.3347,energetic,TF Rolling Stone P,2025/11/30
THATS WHAT I WANT,Lil Nas X,MONTERO,77.0,2021-09-17,2021,2,"'Hip-Hop', 'rap', 'trap', 'country rap', 'seen live'","'Hip-Hop', 'rap', 'trap', 'country rap'",117.0,0.2454,1.2108,neutral,THATS WHAT I WANT Lil Nas X,2025/11/30
TOKYO2020,Quebonafide,ROMANTIC PSYCHO,59.0,2020-04-02,2020,4,,,131.0,0.2869,1.4102,energetic,TOKYO2020 Quebonafide,2025/11/30
TRUSTFALL,P!nk,TRUSTFALL,70.0,2023-01-27,2023,0,"'pop', 'electronic', 'electropop', '2020s', '2023'","'pop', 'electronic', 'electropop'",122.0,0.2078,1.1913,energetic,TRUSTFALL P!nk,2025/11/30
TUTA GOLD,Mahmood,NEI LETTI DEGLI ALTRI,63.0,2024-02-07,2024,0,"'MySpotigramBot', 'sanremo 2024', 'italian', 'sanremo', 'esc national selection 2024'",,122.0,0.2233,1.0706,energetic,TUTA GOLD Mahmood,2025/11/30
Taco Truck x VB x Radio - Remix,DJ Ghoster,Taco Truck x VB x Radio,39.0,2024-02-20,2024,0,,,148.0,0.124,0.9931,energetic,Taco Truck x VB x Radio - Remix DJ Ghoster,2025/11/30
Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,81.0,1981,1981,42,"'new wave', '80s', 'synthpop', 'electronic', 'synth pop'","'new wave', 'synthpop', 'electronic'",144.0,0.062,1.1256,energetic,Tainted Love Soft Cell,2025/11/30
Tak mi źle - Tylko wróć,Wojciech Gassowski,Wojciech Młynarski Zaśpiewany (Dobre Piosenki),30.0,2015-08-10,2015,8,,,102.0,0.2004,1.2058,bright,Tak mi źle - Tylko wróć Wojciech Gassowski,2025/11/30
Take Me Back to Your House,Basement Jaxx,Crazy Itch Radio,35.0,2006-09-04,2006,18,"'dance', 'electronic', 'House', 'pop', 'banjo'","'electronic', 'House', 'pop'",125.0,0.155,1.0795,energetic,Take Me Back to Your House Basement Jaxx,2025/11/30
Take Me To Church,Hozier,Hozier,86.0,2014-09-19,2014,9,"'blues', 'indie', 'soul', 'singer-songwriter', 'irish'","'blues', 'soul'",131.0,0.2747,1.0053,energetic,Take Me To Church Hozier,2025/11/30
Take on Me,a-ha,Hunting High and Low,89.0,1985-06-01,1985,39,"'80s', 'pop', 'new wave', 'synthpop', 'synth pop'","'pop', 'new wave', 'synthpop'",170.0,0.1852,1.1842,energetic,Take on Me a-ha,2025/11/30
Take on Me ,A-Ha,Hunting High and Low ,89.0,1985-06-01,1985,39,,,170.0,0.1852,1.1842,energetic,Take on Me  A-Ha,2025/11/30
"Tam słońce, gdzie my",Wiktor Dyduła,"Tam słońce, gdzie my",65.0,2024-06-13,2024,0,"'polish', 'wake-up song', 'talent show', 'greatest polish hits', 'playlista rmf fm'",,128.0,0.2608,1.1325,energetic,"Tam słońce, gdzie my Wiktor Dyduła",2025/11/30
Taniec Eleny,Michał Lorenc,"Najlepsze hity dla Ciebie filmowe, Vol. 4",43.0,2017-05-19,2017,6,"'Soundtrack', 'instrumental', 'polish', 'composer', 'Soundtracks'","'Soundtrack', 'instrumental'",125.0,0.0643,0.8615,energetic,Taniec Eleny Michał Lorenc,2025/11/30
Tarantino,Julia Marcell,Proxy,31.0,2016-04-12,2016,7,"'indie pop', 'polish', '2016 single'",'indie pop',120.0,0.2317,1.2782,bright,Tarantino Julia Marcell,2025/11/30
Tańcz,Alicja Janosz Dzieciom,Alicja Janosz Dzieciom,8.0,2020-03-29,2020,4,,,120.0,0.1534,1.4272,bright,Tańcz Alicja Janosz Dzieciom,2025/11/30
Tańczyć,Rozen,Rozen,34.0,2021-04-16,2021,3,,,134.0,0.1453,0.9617,energetic,Tańczyć Rozen,2025/11/30
Te numery,Young Leosia,PG$,63.0,2024-03-07,2024,0,"'dancehall', 'pop rap', 'hip hop', 'hip house', 'seen live'","'dancehall', 'pop rap', 'hip house'",144.0,0.2467,1.1833,energetic,Te numery Young Leosia,2025/11/30
Tea Time With Maseo,Lovage,Lovage: Music to Make Love to Your Old Lady By,26.0,2001-11-06,2001,23,"'trip-hop', 'downtempo', 'electronic', 'mike patton', 'chillout'","'trip-hop', 'downtempo', 'electronic'",165.0,0.1031,1.1833,energetic,Tea Time With Maseo Lovage,2025/11/30
Teardrops,NEIL FRANCES,Teardrops,74.0,2018-02-14,2018,6,"'electronic', 'indie', 'soul', 'indietronica', 'indie pop'","'electronic', 'soul', 'indietronica', 'indie pop'",92.0,0.1823,1.0914,neutral,Teardrops NEIL FRANCES,2025/11/30
Teardrops,Womack & Womack,Conscience,74.0,2018-02-14,2018,5,"'soul', '80s', 'funk', 'Disco', 'pop'","'soul', 'funk', 'Disco', 'pop'",134.0,0.1047,1.3344,energetic,Teardrops Womack & Womack,2025/11/30
Ten-Thousand Light-Years,Galactikraken,Starship Velociraptor,34.0,2021-04-03,2021,3,,,125.0,0.2673,0.931,energetic,Ten-Thousand Light-Years Galactikraken,2025/11/30
That Girl,Esthero,Breath From Another,62.0,2022-07-13,2022,1,"'trip-hop', 'female vocalists', 'downtempo', 'electronic', 'electronica'","'trip-hop', 'downtempo', 'electronic', 'electronica'",97.0,0.073,0.9734,neutral,That Girl Esthero,2025/11/30
That's Right! - Jamie Berry Remix,Swingrowers,That's Right!,24.0,2015-04-06,2015,9,,,95.0,0.3183,1.3406,neutral,That's Right! - Jamie Berry Remix Swingrowers,2025/11/30
The Black Hills Of Dakota,The Springfields,Kinda Folksy,39.0,2001-01-30,2001,22,"'Sarah Records', 'twee', 'indie pop', 'pop', '60s'","'indie pop', 'pop'",110.0,0.24,0.9836,neutral,The Black Hills Of Dakota The Springfields,2025/11/30
The Craving - single version,Twenty One Pilots,The Craving,64.0,2024-05-22,2024,0,"'my top songs', 'T Artist'",,106.0,0.2281,1.0194,neutral,The Craving - single version Twenty One Pilots,2025/11/30
The Dying Light,Sam Fender,The Dying Light,48.0,2021-10-08,2021,3,"'british', 'lovethatindiestuff'",,128.0,0.174,0.839,energetic,The Dying Light Sam Fender,2025/11/30
The Dying Light - Winter Edit,Sam Fender,The Dying Light (Winter Edit),31.0,2021-12-03,2021,3,,,128.0,0.1751,0.8439,energetic,The Dying Light - Winter Edit Sam Fender,2025/11/30
The Eagle Flies Alone - edit,Arch Enemy,Will To Power,55.0,2017-09-08,2017,7,"'Melodic Death Metal', 'metal', 'death metal', 'Female fronted metal', 'swedish'","'metal', 'death metal'",137.0,0.1829,0.9912,energetic,The Eagle Flies Alone - edit Arch Enemy,2025/11/30
The Emptiness Machine,Linkin Park,The Emptiness Machine,83.0,2024-09-05,2024,0,"'rock', 'Nu Metal', 'alternative rock', 'alternative', 'metal'","'rock', 'Nu Metal', 'alternative rock', 'alternative', 'metal'",92.0,0.2724,1.0327,bright,The Emptiness Machine Linkin Park,2025/11/30
The End / Undead,Zero 9:36,The End / Undead,50.0,2021-02-26,2021,3,,,108.0,0.3098,1.1808,bright,The End / Undead Zero 9:36,2025/11/30
The Grand Duel - Parte Prima,Luis Bacalov,Kill Bill Vol. 1 Original Soundtrack (PA Version),45.0,2003-09-23,2003,20,"'Soundtrack', 'instrumental', 'composer', 'spaghetti western', 'indie'","'Soundtrack', 'instrumental'",125.0,0.0488,0.7838,neutral,The Grand Duel - Parte Prima Luis Bacalov,2025/11/30
The Green Leaves Of Summer,The Springfields,Kinda Folksy,37.0,2013-01-01,2013,10,"'Sarah Records', 'twee', 'indie pop', 'pop', '60s'","'indie pop', 'pop'",125.0,0.039,0.9721,neutral,The Green Leaves Of Summer The Springfields,2025/11/30
The Illusionist,Scar Symmetry,Pitch Black Progress,45.0,2006-04-21,2006,18,"'Melodic Death Metal', 'death metal', 'metal', 'Swedish Metal', 'Scar Symmetry'","'death metal', 'metal'",148.0,0.2692,1.0078,energetic,The Illusionist Scar Symmetry,2025/11/30
The Lion Sleeps Tonight,Billy Eichner,The Lion King (Original Motion Picture Soundtrack),56.0,2019-07-10,2019,4,,,137.0,0.07,1.1339,energetic,The Lion Sleeps Tonight Billy Eichner,2025/11/30
