Track name,Artist name,Album,Spotify Popularity,Spotify Release Date,Spotify Release Year,Track Age,Tags,Genres,bpm,energy,danceability,mood,Track Artist,Update_date
COSA TI AMO A FARE?,Rocco Hunt,RAGAZZO DI GIÙ,37.0,2025-04-25,2025,0,"'rap', 'hip hop', 'italian', 'Hip-Hop', 'Italians do it better'","'rap', 'Hip-Hop'",101.0,0.3196,1.1614,neutral,COSA TI AMO A FARE? Rocco Hunt,2025/12/05
July,Betcha,Feels Like We’ve Been Here Before,55.0,2020-10-16,2020,5,"'alternative', 'indie', 'my top songs', 'rock', 'United States'","'alternative', 'rock'",99.0,0.3167,1.0592,neutral,July Betcha,2025/12/05
HIPERNOVA,Mr.Rain,HIPERNOVA,28.0,2025-01-17,2025,0,,,101.0,0.2847,1.0606,bright,HIPERNOVA Mr.Rain,2025/12/05
Bezalkoholove,Janek Górka,Bezalkoholove,23.0,2024-11-29,2024,1,,,129.0,0.1594,0.9505,energetic,Bezalkoholove Janek Górka,2025/12/05
The Middle,Jimmy Eat World,Bleed American,81.0,2001-07-17,2001,24,"'rock', 'alternative rock', 'alternative', 'emo', 'Jimmy Eat World'","'rock', 'alternative rock', 'alternative'",161.0,0.2253,1.1072,energetic,The Middle Jimmy Eat World,2025/12/05
I'll Take It,Sophia Stel,Object Permanence (Deluxe Edition),58.0,2025-03-07,2025,0,"'electronic', 'Canadian', 'shoegaze', 'experimental', 'art pop'","'electronic', 'shoegaze'",129.0,0.1565,0.9493,energetic,I'll Take It Sophia Stel,2025/12/05
mona melody,shama,loki,28.0,2025-02-19,2025,0,"'polish', 'rock', 'blues', 'folk', 'female vocalists'","'rock', 'blues'",126.0,0.2195,1.1334,energetic,mona melody shama,2025/12/05
William,doggone,William,53.0,2025-04-11,2025,0,,,117.0,0.2467,1.0371,neutral,William doggone,2025/12/05
My Endeavour,Ruby Roberts,Somersault Queen,63.0,2025-07-23,2025,0,,,88.0,0.2629,1.0182,neutral,My Endeavour Ruby Roberts,2025/12/05
300 dreams,After,300 dreams,59.0,2025-03-14,2025,0,"'alternative dance', 'baggy', 'trip hop', 'pop rock', 'frutiger aero'","'alternative dance', 'baggy', 'trip hop'",99.0,0.2698,1.103,bright,300 dreams After,2025/12/05
21st Century Cool Girl,Chloe Qisha,21st Century Cool Girl,54.0,2025-01-22,2025,0,"'alternative pop', 'pop', 'malaysia', 'indie pop', 'electropop'","'pop', 'indie pop', 'electropop'",117.0,0.2526,1.0524,neutral,21st Century Cool Girl Chloe Qisha,2025/12/05
Foxglove,Babble Hume,Mulberry Tree,37.0,2025-05-02,2025,0,,,108.0,0.3226,1.0268,neutral,Foxglove Babble Hume,2025/12/05
piano in the sky,Mikayla Geier,HOT POT!,55.0,2025-10-29,2025,0,"'singer-songwriter', 'Canadian', 'indie pop', 'chamber folk', 'female vocalist'",'indie pop',126.0,0.3048,1.1058,energetic,piano in the sky Mikayla Geier,2025/12/05
you're such a good girl?,bartek turski,you're such a good girl?,48.0,2025-06-06,2025,0,,,136.0,0.1533,1.003,energetic,you're such a good girl? bartek turski,2025/12/05
That Ass!,Sofia Gobbi,That Ass!,18.0,2025-05-16,2025,0,"'indie', 'rock', 'singer-songwriter', 'pop'","'rock', 'pop'",126.0,0.2459,1.0996,energetic,That Ass! Sofia Gobbi,2025/12/05
East Coast Summers,Kaleb Cohen,East Coast Summers,54.0,2025-05-02,2025,0,,,133.0,0.2478,1.1471,energetic,East Coast Summers Kaleb Cohen,2025/12/05
idk,Allison Eide,idk,54.0,2025-07-18,2025,0,"'pop', 'christian'",'pop',101.0,0.2544,1.156,bright,idk Allison Eide,2025/12/05
Backwards,James Arp,Backwards,17.0,2025-09-26,2025,0,,,99.0,0.2065,0.973,neutral,Backwards James Arp,2025/12/05
Knock Me Off My Feet,oskar med k,Knock Me Off My Feet,70.0,2025-01-03,2025,0,'electronic','electronic',126.0,0.311,1.477,energetic,Knock Me Off My Feet oskar med k,2025/12/05
Killed For Sport,Baby Nova,Killed For Sport,34.0,2025-01-22,2025,0,"'pop', 'Canadian', 'dream pop', 'indie', 'canada'","'pop', 'dream pop'",123.0,0.2027,0.9657,energetic,Killed For Sport Baby Nova,2025/12/05
use me!!!!!!!,Olga Myko,WHEN A GIRL CRIES,76.0,2025-08-29,2025,0,'pop','pop',120.0,0.1888,0.9087,neutral,use me!!!!!!! Olga Myko,2025/12/05
Onions,LUKAS OSCAR,Onions,30.0,2025-08-29,2025,0,,,144.0,0.2442,1.0717,energetic,Onions LUKAS OSCAR,2025/12/05
KEEP IT COOL,Eileen Alister,KEEP IT COOL,28.0,2025-09-26,2025,0,"'singer-songwriter', 'pop', 'my top songs', 'switzerland'",'pop',126.0,0.2931,1.2319,energetic,KEEP IT COOL Eileen Alister,2025/12/05
Who are you?,Saga Faye,East of the Sun...,68.0,2024-11-28,2024,1,'indie',,108.0,0.2771,0.9584,neutral,Who are you? Saga Faye,2025/12/05
eYeSiGht,Min Taka,eYeSiGht,45.0,2025-01-10,2025,0,"'dutch', 'indie pop', 'turkish', 'pop', 'netherlands'","'indie pop', 'pop'",110.0,0.1979,1.2096,neutral,eYeSiGht Min Taka,2025/12/05
The Actor,Folk Bitch Trio,Now Would Be A Good Time,52.0,2025-07-25,2025,0,"'folk', 'Garage Rock', 'australian', 'Garage Punk', 'punk rock'",,115.0,0.1261,0.8505,neutral,The Actor Folk Bitch Trio,2025/12/05
LIAR,TERE!,LIAR,23.0,2025-11-27,2025,0,,,129.0,0.2038,1.2468,energetic,LIAR TERE!,2025/12/05
Subliminals,Saint Ludo,Subliminals,61.0,2025-10-01,2025,0,,,152.0,0.2772,1.4022,energetic,Subliminals Saint Ludo,2025/12/05
Hey You,The Belair Lip Bombs,Hey You,51.0,2025-08-13,2025,0,"'rock', 'surf rock', 'indie rock', 'Surf', 'indie'","'rock', 'indie rock', 'Surf'",161.0,0.2645,0.9374,energetic,Hey You The Belair Lip Bombs,2025/12/07
Rivet Gun,Mother Soki,Rivet Gun,55.0,2025-04-25,2025,0,"'Minnesota', 'dream pop', 'United States'",'dream pop',112.0,0.1398,0.9443,neutral,Rivet Gun Mother Soki,2025/12/07
Bunna Summa,BunnaB,Bunna Summa (Ice Cream Summer Deluxe),64.0,2025-04-16,2025,0,"'atlanta', 'hip hop', 'Trap Queen', 'rap', 'viral rap'",'rap',148.0,0.2575,1.0815,energetic,Bunna Summa BunnaB,2025/12/07
To The Sandals,Dove Ellis,To The Sandals,49.0,2025-09-10,2025,0,"'indie', 'singer-songwriter', 'indie rock', 'irish', 'chamber pop'","'indie rock', 'chamber pop'",136.0,0.0978,0.8022,energetic,To The Sandals Dove Ellis,2025/12/07
East Texas and You,Solon Holt,East Texas and You,63.0,2025-09-19,2025,0,'United States',,133.0,0.3167,0.9448,energetic,East Texas and You Solon Holt,2025/12/07
Lullaby,JayDon,Me My Songs & I,66.0,2025-10-10,2025,0,"'rnb', 'pop', 'Hip-Hop'","'pop', 'Hip-Hop'",178.0,0.1912,1.2583,energetic,Lullaby JayDon,2025/12/07
Funny Music,Gelli Haha,Switcheroo,41.0,2025-06-27,2025,0,"'upcoming album 2025', 'rutracker', 'pop', 'electronic', 'synthpop'","'pop', 'electronic', 'synthpop'",133.0,0.2649,1.1884,energetic,Funny Music Gelli Haha,2025/12/07
Collect 200,Collect 200,Collect 200,64.0,2025-04-25,2025,0,"'electronic', 'dance'",'electronic',126.0,0.2669,1.2616,energetic,Collect 200 Collect 200,2025/12/07
SEEK,DC3,SEEK,45.0,2025-06-06,2025,0,"'heavy metal', 'hard rock', 'rock', '80s', 'sst'","'heavy metal', 'hard rock', 'rock'",110.0,0.2505,1.292,bright,SEEK DC3,2025/12/07
AT&T,Liquid Mike,Hell Is An Airport,53.0,2025-09-12,2025,0,"'power pop', 'indie rock', 'indie', 'punk', 'Michigan'","'power pop', 'indie rock', 'punk'",126.0,0.3106,1.0766,energetic,AT&T Liquid Mike,2025/12/07
other boys are boring,panicbaby,other boys are boring,64.0,2025-09-26,2025,0,"'indie', 'indie pop'",'indie pop',110.0,0.1833,0.9492,neutral,other boys are boring panicbaby,2025/12/07
Too Pretty For Buffalo,Baby Nova,Too Pretty For Buffalo,47.0,2025-03-06,2025,0,"'pop', 'Canadian', 'dream pop', 'indie', 'canada'","'pop', 'dream pop'",152.0,0.2831,0.9983,energetic,Too Pretty For Buffalo Baby Nova,2025/12/07
Heavy,Florence Road,Heavy,55.0,2025-03-14,2025,0,"'indie rock', 'indie pop', 'rock', 'power pop', 'irish'","'indie rock', 'indie pop', 'rock', 'power pop'",129.0,0.25,0.9627,energetic,Heavy Florence Road,2025/12/07
blue,MUD/O,It's enough to say I tried,27.0,2025-09-05,2025,0,"'dream pop', 'indie pop', 'indie folk', 'dreampop'","'dream pop', 'indie pop', 'indie folk'",144.0,0.0678,0.7429,energetic,blue MUD/O,2025/12/07
CRUISING TO SELF SOOTHE,Ecca Vandal,CRUISING TO SELF SOOTHE,55.0,2025-02-27,2025,0,"'electronic', 'Hip-Hop', 'punk', 'soul', 'alternative rock'","'electronic', 'Hip-Hop', 'punk', 'soul', 'alternative rock'",120.0,0.2852,0.9921,neutral,CRUISING TO SELF SOOTHE Ecca Vandal,2025/12/07
Creature Skin,Ella Ion,Map // Creature Skin,32.0,2025-05-07,2025,0,,,99.0,0.1491,1.0063,neutral,Creature Skin Ella Ion,2025/12/07
"Almost, So Close, Maybe",Mercer Henderson,"Almost, So Close, Maybe",56.0,2025-02-28,2025,0,"'pop', 'indie', 'singer-songwriter', 'indie pop', 'san francisco'","'pop', 'indie pop'",133.0,0.31,1.0937,energetic,"Almost, So Close, Maybe Mercer Henderson",2025/12/07
Give Me A Sign (feat. Caroline Kingsbury),MARIS,Give Me A Sign (feat. Caroline Kingsbury),46.0,2025-03-14,2025,0,"'pop', 'jazz', 'singer-songwriter', 'electronic', 'dance'","'pop', 'jazz', 'electronic'",108.0,0.2033,1.0714,neutral,Give Me A Sign (feat. Caroline Kingsbury) MARIS,2025/12/07
Stars Above,Swoosh,Stars Above,49.0,2025-05-02,2025,0,"'jungle', 'Drum and bass', 'electronic', 'electronica', 'Garage Rock'","'electronic', 'electronica'",129.0,0.2558,1.2478,energetic,Stars Above Swoosh,2025/12/07
Call U Back,TTSSFU,Call U Back,51.0,2025-07-16,2025,0,"'indie', 'shoegaze', 'indie rock', 'alternative', 'post-punk'","'shoegaze', 'indie rock', 'alternative'",148.0,0.2765,1.0439,energetic,Call U Back TTSSFU,2025/12/07
planet you forgot me,Leyla Ebrahimi,planet you forgot me,52.0,2025-01-16,2025,0,"'Iranian', 'indie', 'singer-songwriter', 'alternative', 'indie pop'","'alternative', 'indie pop'",108.0,0.1651,0.999,neutral,planet you forgot me Leyla Ebrahimi,2025/12/07
All I Really Want,Yes Boone,All I Really Want,56.0,2025-09-11,2025,0,"'electronic', 'House', 'australian', 'dance'","'electronic', 'House'",126.0,0.2711,1.2008,energetic,All I Really Want Yes Boone,2025/12/07
Apollo,Jelly Crystal,Apollo,38.0,2025-01-10,2025,0,"'electronic', 'swedish', 'indie pop', 'art pop'","'electronic', 'indie pop'",157.0,0.2189,0.9719,energetic,Apollo Jelly Crystal,2025/12/07
Tiara,WHYLUCAS,ORANGE,18.0,2025-06-27,2025,0,"'singapore', 'singer-songwriter', 'pop', 'male vocalist', 'chuang asia'",'pop',112.0,0.1199,1.1571,bright,Tiara WHYLUCAS,2025/12/07
Baddiez,Swank Mami,Baddiez,39.0,2025-07-30,2025,0,"'experimental', 'electronic', 'uk bass'",'electronic',129.0,0.2517,1.4117,energetic,Baddiez Swank Mami,2025/12/07
lightspeed,VALÉ,lightspeed,30.0,2025-06-20,2025,0,"'colombian', 'latin', 'pop', 'alternative pop', 'singer songwriter'","'latin', 'pop'",112.0,0.1808,1.1215,neutral,lightspeed VALÉ,2025/12/07
Sedona,Anna Bates,Sedona,44.0,2025-02-14,2025,0,"'folk', 'indie', 'USA', 'indie pop'",'indie pop',120.0,0.0952,0.9318,neutral,Sedona Anna Bates,2025/12/07
Dave's TV,The Thing,The Thing,47.0,2025-08-06,2025,0,"'free jazz', 'jazz', 'Avant-Garde', 'saxophone', 'improvisation'","'free jazz', 'jazz', 'Avant-Garde'",157.0,0.2827,0.9695,energetic,Dave's TV The Thing,2025/12/07
Nkosi's Fantasia,Miki Ikhifa,Nkosi's Fantasia: Chapter One,48.0,2023-12-31,2023,2,"'saxophone', 'jazz'",'jazz',157.0,0.1712,1.2011,energetic,Nkosi's Fantasia Miki Ikhifa,2025/12/07
coming around,fliss,coming around,52.0,2025-07-30,2025,0,"'UK', 'indie'",,115.0,0.2381,1.0143,neutral,coming around fliss,2025/12/07
Can You Fix Your Heart?,HU,Can You Fix Your Heart,35.0,2025-07-18,2025,0,"'techno', 'japanese', 'ambient', 'experimental', 'italian'","'techno', 'ambient'",152.0,0.3151,1.3975,energetic,Can You Fix Your Heart? HU,2025/12/07
You Could Hate Me,Sophia Stel,Object Permanence (Deluxe Edition),42.0,2025-03-07,2025,0,"'electronic', 'Canadian', 'shoegaze', 'experimental', 'art pop'","'electronic', 'shoegaze'",126.0,0.0817,1.0641,energetic,You Could Hate Me Sophia Stel,2025/12/07
I Want It All,Ullah,I Want It All,38.0,2025-01-17,2025,0,,,152.0,0.2261,0.9393,energetic,I Want It All Ullah,2025/12/07
NEW AGE,sleepazoid,NEW AGE,46.0,2025-09-18,2025,0,"'Grunge', 'indie', 'alternative', 'alternative rock', 'post-punk'","'Grunge', 'alternative', 'alternative rock'",105.0,0.2708,1.0105,neutral,NEW AGE sleepazoid,2025/12/07
Syd Sweeney,Smut,Tomorrow Comes Crashing,16.0,2025-04-08,2025,0,"'dubstep', 'hardcore', 'punk', 'metalcore', 'hardcore punk'","'dubstep', 'hardcore', 'punk', 'metalcore', 'hardcore punk'",152.0,0.1818,0.9843,energetic,Syd Sweeney Smut,2025/12/07
Nausicaä (Love Will Be Revealed),Cameron Winter,Heavy Metal,65.0,2024-12-06,2024,1,"'The Blind Pig Show with Jack Anderson', 'WSUM 91.7 FM Madison', 'soft rock', 'soul', 'singer-songwriter'","'soft rock', 'soul'",88.0,0.1714,1.0251,neutral,Nausicaä (Love Will Be Revealed) Cameron Winter,2025/12/07
WHAT A FEELING,Glazyhaze,SONIC,37.0,2025-03-21,2025,0,"'shoegaze', 'dream pop', 'dreampop', 'indie pop', 'indie rock'","'shoegaze', 'dream pop', 'indie pop', 'indie rock'",120.0,0.2004,0.825,neutral,WHAT A FEELING Glazyhaze,2025/12/07
Skins,The Orchestra (For Now),Skins,40.0,2025-01-28,2025,0,"'Crank wave', 'Progressive rock', 'alternative rock', 'experimental', 'post-punk'","'Progressive rock', 'alternative rock'",157.0,0.1892,0.9772,energetic,Skins The Orchestra (For Now),2025/12/07
I Don't Go Out,googly eyes,I Don't Go Out,37.0,2025-08-15,2025,0,"'electronic', 'folk', 'pop', 'indie pop', 'folktronica'","'electronic', 'pop', 'indie pop', 'folktronica'",129.0,0.2933,1.0519,energetic,I Don't Go Out googly eyes,2025/12/07
Woman Lake,snuggle,Goodbyehouse,45.0,2025-09-12,2025,0,"'Lo-Fi', 'indie pop', 'art pop', 'electronic', 'alternative pop'","'Lo-Fi', 'indie pop', 'electronic'",123.0,0.2262,0.9685,energetic,Woman Lake snuggle,2025/12/07
Shoulders,Jo The Man The Music,Shoulders,39.0,2025-11-14,2025,0,,,117.0,0.2979,1.0376,neutral,Shoulders Jo The Man The Music,2025/12/07
ME TRAES BN MAL,eydrey,ME TRAES BN MAL,40.0,2025-08-08,2025,0,"'pop', 'folk', 'USA', 'mexican'",'pop',133.0,0.3544,1.144,energetic,ME TRAES BN MAL eydrey,2025/12/07
Glide,ALZZY,Glide,33.0,2025-06-20,2025,0,,,172.0,0.2672,1.2726,energetic,Glide ALZZY,2025/12/07
Say Ciao,Niah Steiner,Romantica,37.0,2025-06-20,2025,0,,,129.0,0.3377,1.1043,energetic,Say Ciao Niah Steiner,2025/12/07
Storming Out,Seago,Storming Out,30.0,2025-04-30,2025,0,"'funk_add_to_lidarr_batch_23', 'indie'",,117.0,0.2759,1.1341,neutral,Storming Out Seago,2025/12/07
You Don't Know,Nico Play,You Don't Know,55.0,2025-01-14,2025,0,'mexican',,103.0,0.1937,0.89,neutral,You Don't Know Nico Play,2025/12/07
Keep On Keeping On,Tommy WÁ,Somewhere Only We Go,37.0,2025-08-08,2025,0,"'folk', 'singer-songwriter', 'vocal', 'indie folk', 'african'","'vocal', 'indie folk'",129.0,0.1221,0.9251,energetic,Keep On Keeping On Tommy WÁ,2025/12/07
Hotel TV,Folk Bitch Trio,Now Would Be A Good Time,46.0,2025-07-25,2025,0,"'folk', 'Garage Rock', 'australian', 'Garage Punk', 'punk rock'",,115.0,0.1377,0.8215,neutral,Hotel TV Folk Bitch Trio,2025/12/07
when you leave,woody,"highs, lows & stargazing",30.0,2025-10-31,2025,0,"'electronic', 'pluggnb', 'Drum and bass', 'minimal', 'liquid funk'","'electronic', 'minimal', 'liquid funk'",120.0,0.3209,1.1836,neutral,when you leave woody,2025/12/07
Even if it's a Lie (I Don't Mind),Yndling,Time Time Time (I'm in the Palm of Your Hand),45.0,2025-11-06,2025,0,"'dream pop', 'electronic', 'shoegaze', 'indie pop', 'synth pop'","'dream pop', 'electronic', 'shoegaze', 'indie pop'",108.0,0.2215,1.0359,neutral,Even if it's a Lie (I Don't Mind) Yndling,2025/12/07
i love you,Olivia C. Dacal,i love you,39.0,2025-05-16,2025,0,"'pop', 'latin', 'rnb', 'singer-songwriter', 'australian'","'pop', 'latin'",110.0,0.1223,0.9525,neutral,i love you Olivia C. Dacal,2025/12/07
Easy Does It,Emily Ann Roberts,Memory Lane,53.0,2025-10-03,2025,0,"'country', 'americana', 'bluegrass', 'USA', 'country pop'","'country', 'americana', 'bluegrass', 'country pop'",103.0,0.1494,0.9701,neutral,Easy Does It Emily Ann Roberts,2025/12/07
To jedzie Psi Patrol,DOBRE PIOSENKI DLA DZIECI,To jedzie Psi Patrol,7.0,2024-11-27,2024,1,,,110.0,0.0628,1.1017,bright,To jedzie Psi Patrol DOBRE PIOSENKI DLA DZIECI,2025/12/17
Roots of the Earth (Mose Remix),Liquid Bloom,ReGen Mose (Mose Remix),30.0,2018-03-20,2018,7,"'psychedelic', 'world fusion', 'chillout', 'psybient', 'shaman'",'psychedelic',105.0,0.2283,1.1533,neutral,Roots of the Earth (Mose Remix) Liquid Bloom,2025/12/17
Prophecy,Mose,Medicine Women,32.0,2018-04-21,2018,7,"'Sludge', 'doom metal', 'Doom', 'sludge metal', 'Sludge Doom'","'Sludge', 'doom metal'",99.0,0.2162,1.3447,neutral,Prophecy Mose,2025/12/17
Shante Ishta,Mose,Medicine Women,43.0,2018-04-21,2018,7,"'Sludge', 'doom metal', 'Doom', 'sludge metal', 'Sludge Doom'","'Sludge', 'doom metal'",98.0,0.1739,1.3315,neutral,Shante Ishta Mose,2025/12/17
Vida,Mose,Vida,27.0,2017-09-22,2017,8,"'Sludge', 'doom metal', 'Doom', 'sludge metal', 'Sludge Doom'","'Sludge', 'doom metal'",99.0,0.2109,1.2626,neutral,Vida Mose,2025/12/17
Wanderlust - Mose Remix,Lannka,Wanderlust,26.0,2017-09-04,2017,8,'deep house','deep house',103.0,0.1645,1.4883,neutral,Wanderlust - Mose Remix Lannka,2025/12/17
"Hej, jak się masz?",Maniucha Bikont,Porządki,13.0,2024-11-06,2024,1,"'folk', 'polish', 'traditional', 'folklore', 'Ukraine'",,123.0,0.0499,0.8995,neutral,"Hej, jak się masz? Maniucha Bikont",2025/12/17
No Man's Woman,Sinéad O'Connor,Faith and Courage,36.0,2000-05-05,2000,25,"'female vocalists', 'irish', 'alternative', 'singer-songwriter', 'rock'","'alternative', 'rock'",91.0,0.182,1.0767,neutral,No Man's Woman Sinéad O'Connor,2025/12/17
Dzwonisz,Bovska,Jestem wierszem,30.0,2025-04-14,2025,0,"'polish', 'electronic', 'alternative', 'pop', 'experimental'","'electronic', 'alternative', 'pop'",140.0,0.2162,0.9823,energetic,Dzwonisz Bovska,2025/12/17
Prywatna wyspa,Lordofon,Niesamowita Trupa Pana Hiroszimy,49.0,2025-06-20,2025,0,"'indie', 'Hip-Hop', 'polish', 'hip hop', 'indie rock'","'Hip-Hop', 'indie rock'",108.0,0.216,1.215,neutral,Prywatna wyspa Lordofon,2025/12/17
Moc Jeszcze Nie,Koci Domek Gabi,Moc Jeszcze Nie,35.0,2024-08-02,2024,1,,,108.0,0.0399,1.3311,bright,Moc Jeszcze Nie Koci Domek Gabi,2025/12/17
Sweet Sounds Of Heaven (feat. Lady Gaga) - Edit,The Rolling Stones,Sweet Sounds Of Heaven,41.0,2023-09-28,2023,2,"'classic rock', 'rock', 'british', '60s', 'blues'","'rock', 'blues'",129.0,0.2851,0.9429,energetic,Sweet Sounds Of Heaven (feat. Lady Gaga) - Edit The Rolling Stones,2025/12/17
Jestem wierszem,Bovska,Jestem wierszem,25.0,2025-09-19,2025,0,"'polish', 'electronic', 'alternative', 'pop', 'experimental'","'electronic', 'alternative', 'pop'",112.0,0.2013,1.124,neutral,Jestem wierszem Bovska,2025/12/17
Tsunami,Bovska,Jestem wierszem,35.0,2025-01-16,2025,0,"'polish', 'electronic', 'alternative', 'pop', 'experimental'","'electronic', 'alternative', 'pop'",129.0,0.204,0.896,energetic,Tsunami Bovska,2025/12/17
W oceanie,Maniucha Bikont,Porządki,13.0,2024-11-06,2024,1,"'folk', 'polish', 'traditional', 'folklore', 'Ukraine'",,101.0,0.3223,0.9633,neutral,W oceanie Maniucha Bikont,2025/12/17
Una Mattina,Ludovico Einaudi,Una Mattina,73.0,2004-01-01,2004,21,"'piano', 'Classical', 'contemporary classical', 'instrumental', 'ambient'","'Classical', 'contemporary classical', 'instrumental', 'ambient'",144.0,0.0145,0.4365,neutral,Una Mattina Ludovico Einaudi,2025/12/17
Dreams,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",83.0,1993-03-01,1993,32,"'rock', '90s', 'alternative', 'female vocalists', 'irish'","'rock', 'alternative'",129.0,0.1979,1.0016,energetic,Dreams The Cranberries,2025/12/17
Ode To My Family,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),73.0,1994,1994,31,"'rock', 'alternative', 'alternative rock', 'female vocalists', 'irish'","'rock', 'alternative', 'alternative rock'",126.0,0.1834,0.9701,energetic,Ode To My Family The Cranberries,2025/12/17
Light Of Love,Florence + The Machine,Light Of Love,46.0,2020-04-17,2020,5,,,133.0,0.1668,0.9669,energetic,Light Of Love Florence + The Machine,2025/12/17
Komary,Kaśka Sochacka,Ta druga,39.0,2025-12-12,2025,0,"'polish', 'indie', 'female vocalists', 'pop', 'alternative'","'pop', 'alternative'",101.0,0.2076,1.0553,neutral,Komary Kaśka Sochacka,2025/12/17
Na straganie,DOBRE PIOSENKI DLA DZIECI,Na straganie,2.0,2024-11-30,2024,1,,,140.0,0.1437,1.1895,energetic,Na straganie DOBRE PIOSENKI DLA DZIECI,2025/12/17
Uno Dos Tres - Contando Karaoke Mix,Saskia Garel,Uno Dos Tres: The Mini Mixes,16.0,2023-01-23,2023,2,,,152.0,0.0934,1.2648,energetic,Uno Dos Tres - Contando Karaoke Mix Saskia Garel,2025/12/17
Czarny,Maniucha Bikont,Porządki,11.0,2024-11-06,2024,1,"'folk', 'polish', 'traditional', 'folklore', 'Ukraine'",,123.0,0.2506,0.8334,energetic,Czarny Maniucha Bikont,2025/12/17
Komar,DOBRE PIOSENKI DLA DZIECI,Komar,7.0,2024-12-21,2024,1,,,136.0,0.1199,1.3888,energetic,Komar DOBRE PIOSENKI DLA DZIECI,2025/12/17
Fire Gathering (Mose Remix),Liquid Bloom,ReGen Mose (Mose Remix),29.0,2018-03-20,2018,7,"'psychedelic', 'world fusion', 'chillout', 'psybient', 'shaman'",'psychedelic',108.0,0.1516,1.2405,neutral,Fire Gathering (Mose Remix) Liquid Bloom,2025/12/17
What's Up?,4 Non Blondes,"Bigger, Better, Faster, More !",86.0,1992-01-01,1992,33,"'90s', 'rock', 'female vocalists', 'pop', 'alternative'","'rock', 'pop', 'alternative'",133.0,0.144,0.9737,energetic,What's Up? 4 Non Blondes,2025/12/17
Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),84.0,1994,1994,31,"'rock', 'alternative', '90s', 'alternative rock', 'female vocalists'","'rock', 'alternative', 'alternative rock'",167.0,0.1966,0.9948,energetic,Zombie The Cranberries,2025/12/17
Chcę,Bovska,Jestem wierszem,21.0,2025-09-19,2025,0,"'polish', 'electronic', 'alternative', 'pop', 'experimental'","'electronic', 'alternative', 'pop'",129.0,0.1994,1.1315,energetic,Chcę Bovska,2025/12/17
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,It Must Have Been Love,82.0,1990-05-20,1990,35,"'1990', 'pan', 'Roxette', 'top songs', 'c major'",,108.0,0.1278,1.0697,neutral,"It Must Have Been Love - From the Film ""Pretty Woman"" Roxette",2025/12/17
June,Florence + The Machine,High As Hope,49.0,2018-06-29,2018,7,,,144.0,0.198,0.9012,energetic,June Florence + The Machine,2025/12/17
Hunger,Florence + The Machine,High As Hope,61.0,2018-06-29,2018,7,,,115.0,0.1712,0.951,neutral,Hunger Florence + The Machine,2025/12/17
Delegacja,Bovska,Jestem wierszem,20.0,2025-09-19,2025,0,"'polish', 'electronic', 'alternative', 'pop', 'experimental'","'electronic', 'alternative', 'pop'",120.0,0.2278,1.0933,neutral,Delegacja Bovska,2025/12/17
Niebo było różowe,Kaśka Sochacka,Ministory,65.0,2021-11-26,2021,4,"'polish', 'indie', 'female vocalists', 'pop', 'alternative'","'pop', 'alternative'",108.0,0.1742,1.008,neutral,Niebo było różowe Kaśka Sochacka,2025/12/17
Gaz do dechy,Koci Domek Gabi,Koci Domek Gabi (Oficjalna Playlista),38.0,2022-04-15,2022,3,,,136.0,0.0699,1.1958,energetic,Gaz do dechy Koci Domek Gabi,2025/12/17
